genero,title,specs,price,id,developer,anio,playtime_forever
Strategy,Elder Sign: Omens,"['Single-player', 'Steam Trading Cards']",14.99,257670,"Fantasy Flight Publishing, Inc.",2011,7897
Simulation,Professional Farmer 2014,"['Single-player', 'Partial Controller Support']",14.99,258880,PlayWay S.A.,2013,10125
Simulation,Redshirt,"['Single-player', 'Steam Achievements']",9.99,247870,The Tiniest Shark,2013,12152
Action,Blood Knights,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,258220,Deck 13,2013,16112
Adventure,Wasteland 1 - The Original Classic,"['Single-player', 'Steam Cloud']",5.99,259130,inXile Entertainment,1988,13962
Action,3079 -- Block Action RPG,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards']",4.99,259620,Phr00t's Software,2011,25784
Adventure,Hero of the Kingdom,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",5.99,259550,Lonely Troops,2012,28180
Action,Deadfall Adventures,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,231330,The Farm 51,2013,41908
Simulation,Emergency 2014,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op']",9.99,260930,Sixteen Tons Entertainment,2013,22997
Strategy,Earth 2140,['Single-player'],4.99,253860,Reality Pump Studios,2013,3149
Action,X Rebirth,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud']",29.99,2870,Egosoft,2013,318716
Adventure,Contrast,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,224460,Compulsion Games,2013,42772
Strategy,Baldur's Gate II: Enhanced Edition,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",19.99,257350,Beamdog,2013,403825
Action,Dungeonland,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",Free to Play,218130,Critical Studio,2013,323542
Action,Injustice: Gods Among Us Ultimate Edition,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,242700,"NetherRealm Studios,High Voltage Software",2013,1174501
Simulation,Agricultural Simulator: Historical Farming,"['Single-player', 'Steam Cloud']",9.99,259890,Actalogic,2012,16448
Simulation,Farming Giant,"['Single-player', 'Steam Cloud']",1.99,259910,Actalogic,2013,6392
Action,Intake,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,237760,Cipher Prime Studios,2013,10335
Action,Anomaly Warzone Earth Mobile Campaign,"['Single-player', 'Steam Trading Cards']",4.99,252170,11 bit studios,2013,19365
Action,Anomaly Korea,['Single-player'],4.99,251530,11 bit studios,2013,25872
Adventure,Neighbours from Hell Compilation,"['Single-player', 'Steam Cloud']",9.99,260750,JoWooD Vienna,2004,4135
Action,Final Exam,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,233190,Mighty Rocket Studio,2013,40927
Strategy,Avadon 2: The Corruption,"['Single-player', 'Steam Achievements']",9.99,233310,Spiderweb Software,2013,3184
Action,No More Room in Hell,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Includes Source SDK']",0,224260,No More Room in Hell Team,2011,7833880
Action,Magicka: Wizards of the Square Tablet,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Leaderboards']",4.99,247580,Ludosity,2013,7034
Strategy,Earth 2150 Trilogy,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",6.99,253880,Reality Pump Studios,2000,4622
Action,Heli Heroes,"['Single-player', 'Shared/Split Screen', 'Steam Trading Cards', 'Steam Cloud']",4.99,259320,Reality Pump,2002,739
Racing,Ride 'em Low,"['Single-player', 'Steam Cloud']",4.99,65070,"Red Dot Games,PLAY",2013,1140
Adventure,Journey of a Roach,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,255300,"Koboldgames,Daedalic Entertainment",2013,19316
Strategy,Battle Worlds: Kronos,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']",19.99,237470,KING Art,2013,3970
Simulation,Pinball Arcade,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",0,238260,FarSight Studios,2013,200523
Adventure,Dracula: Love Kills,"['Single-player', 'Steam Achievements']",9.99,252890,Waterlily Games,2011,1858
Action,PAC-MAN™ and the Ghostly Adventures,"['Single-player', 'Shared/Split Screen', 'Steam Achievements']",19.99,239720,NAMCO BANDAI Games,2013,8781
Racing,Truck Racer,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,256070,Kylotonn Entertainment,2013,2999
Simulation,Pool Nation,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",9.99,254440,Cherry Pop Games,2013,157102
Action,Shadow Man,['Single-player'],4.99,251770,Acclaim Studios Teeside,1999,9778
Adventure,The 7th Guest,['Single-player'],5.99,255920,Trilobyte Games,1993,3157
Simulation,Stronghold HD,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",5.99,40950,FireFly Studios,2001,186836
Adventure,The 11th Hour,['Single-player'],5.99,255940,Trilobyte Games,1995,801
Simulation,Stronghold Crusader HD,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",9.99,40970,FireFly Studios,2002,176133
Action,Eldritch,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,252630,Minor Key Games,2013,72042
Simulation,Skyscraper Simulator,"['Single-player', 'Steam Cloud']",3.99,252910,"United Independent Entertainment GmbH,Actalogic",2010,3837
Action,LEGO® Marvel™ Super Heroes,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",19.99,249130,Traveller's Tales,2013,2884697
Adventure,Shadows: Price For Our Sins Bonus Edition,['Single-player'],9.99,260270,8th Floor Games,2013,2203
Action,Syder Arcade,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,252310,Studio Evil,2013,21722
Strategy,Defense Technica,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,233110,Kuno Interactive,2013,11945
Action,FORCED: Slightly Better Edition,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,249990,BetaDwarf,2013,182547
Action,Dragon's Lair 2: Time Warp,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",9.99,240360,Digital Leisure Inc.,1991,1355
Strategy,Solar Flux,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,251910,Firebrand Games,2013,28611
Action,Demonicon,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,215630,Noumena Studios,2013,45200
Action,ENSLAVED™: Odyssey to the West™ Premium Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",19.99,245280,Ninja Theory,2013,81384
Action,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,234670,CyberConnect2 Co. Ltd.,2013,1297014
Action,Batman™: Arkham Origins,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,209000,"WB Games Montreal,Splash Damage",2013,3906449
Racing,WRC 4 FIA World Rally Championship,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",29.99,256330,Milestone S.r.l.,2013,39037
Adventure,Edna &amp; Harvey: The Breakout,"['Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']",14.99,255320,Daedalic Entertainment,2013,20522
Adventure,Nihilumbra,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",7.99,252670,BeautiFun Games,2013,31933
Simulation,Democracy 3,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards']",24.99,245470,Positech Games,2013,542297
Strategy,Eador: Genesis,['Single-player'],5.99,235660,"Alexey Bokulev,Snowbird Games",2009,5265
Strategy,Talisman: Prologue,"['Single-player', 'Steam Trading Cards']",6.99,258200,Nomad Games,2013,46408
Action,Megabyte Punch,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']",14.99,248550,Team Reptile,2013,36870
Action,Day One : Garry's Incident,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",2.99,242800,Wild Games Studio,2013,34213
Action,Shadow Warrior,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",39.99,233130,Flying Wild Hog,2013,996189
Adventure,Dysfunctional Systems: Learning to Manage Chaos,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",4.99,248800,Dischan Media,2013,16003
Action,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,246960,Black Forest Games,2013,14837
Action,Bunny Must Die! Chelsea and the 7 Devils,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,250660,Platine Dispositif,2013,10563
Strategy,KnightShift,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud']",6.99,254060,Reality Pump,2003,9281
Strategy,World War III: Black Gold,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",4.99,254080,Reality Pump,2001,1271
Adventure,The Inner World,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,251430,Studio Fizbin,2013,23811
Strategy,Arma Tactics,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",8.99,224860,Bohemia Interactive,2013,39142
Adventure,Jack Orlando: Director's Cut,"['Single-player', 'Steam Trading Cards']",4.99,253960,Toontraxx Studios,2012,7794
Adventure,Chainsaw Warrior,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",4.99,251710,Auroch Digital,2013,14969
Action,Salvation Prophecy,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Stats']",19.99,248450,Firedance Games,2013,12539
Strategy,Bionic Dues,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,238910,"Arcen Games, LLC",2013,93454
Action,"Cook, Serve, Delicious!","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,247020,Vertigo Gaming Inc.,2013,311266
Action,Air Conflicts: Vietnam,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,233210,Games Farm,2013,1515
Action,Silent Storm Gold Edition,['Single-player'],9.99,254960,Nival,2004,27469
Simulation,Rise of Flight United,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats']",Free to Play,244050,777 Studios,2013,50731
Simulation,Zafehouse: Diaries,"['Single-player', 'Steam Achievements', 'Stats']",1.99,249360,Screwfly Studios,2013,37374
Action,Zombie Driver HD Tropical Race Rage,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2.99,220824,Exor Studios,2013,2
Action,Amnesia: A Machine for Pigs,"['Single-player', 'Full controller support', 'Captions available', 'Steam Cloud']",19.99,239200,The Chinese Room,2013,219832
Adventure,Wizardry 7: Crusaders of the Dark Savant,['Single-player'],4.99,245430,Sir-Tech,2013,6378
Strategy,Dominions 3: The Awakening,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer']",19.99,248510,Illwinter Game Design,2013,36346
Adventure,Wizardry 6: Bane of the Cosmic Forge,['Single-player'],4.99,245410,Sir-Tech,2013,10431
Adventure,Wizardry 8,"['Single-player', 'Steam Cloud']",9.99,245450,Sir-Tech Canada,2001,21810
Action,Arma 3,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor']",39.99,107410,Bohemia Interactive,2013,66163784
Adventure,Aarklash: Legacy,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",17.99,222640,Cyanide,2013,17251
Action,Huntsman: The Orphanage (Halloween Edition),['Single-player'],9.99,246740,ShadowShifters,2013,2490
Action,Volgarr the Viking,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,247240,Crazy Viking Studios,2013,64391
Action,THE KING OF FIGHTERS XIII STEAM EDITION,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,222940,SNK CORPORATION,2013,191065
Action,The Chaos Engine,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,242530,"Abstraction Games,The Bitmap Brothers",2013,15857
Adventure,Memoria,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,243200,Daedalic Entertainment,2013,22860
Strategy,Total War™: ROME II - Emperor Edition,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",59.95,214950,Creative Assembly,2013,17562888
Adventure,Gone Home,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Commentary available']",14.99,232430,Fullbright,2013,131733
Action,Brothers - A Tale of Two Sons,"['Single-player', 'Full controller support']",14.99,225080,Starbreeze Studios AB,2013,185333
Simulation,Unholy Heights,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",3.99,249330,Petit Depotto,2013,70119
Action,The Bureau: XCOM Declassified,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,65930,2K Marin,2013,593512
Action,Saints Row IV,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,206420,Deep Silver Volition,2013,12467573
Action,Divekick,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,244730,"Iron Galaxy Studios, LLC",2013,115355
Action,Tom Clancy’s Splinter Cell Blacklist,"['Single-player', 'Multi-player', 'Co-op']",29.99,235600,Ubisoft Toronto,2013,1626989
Action,Skullgirls,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,245170,Lab Zero Games,2013,1338532
Adventure,"Papers, Please","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,239030,3909,2013,1512221
Action,Guacamelee! Gold Edition,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",14.99,214770,DrinkBox Studios,2013,339799
